LocNumber,Loc,Date,Temp,Prec
108,서울,2017-11-29 15,5.5,,
108,서울,2017-11-29 16,4.7,,
108,서울,2017-11-29 17,3.0,,
108,서울,2017-11-29 18,2.0,,
108,서울,2017-11-29 19,1.3,,
108,서울,2017-11-29 20,0.7,,
108,서울,2017-11-29 21,-0.1,,
108,서울,2017-11-29 22,-1.1,,
108,서울,2017-11-29 23,-1.7,,
108,서울,2017-11-30 00,-1.8,,
108,서울,2017-11-30 01,-2.2,,
108,서울,2017-11-30 02,-2.0,,
108,서울,2017-11-30 03,-2.1,,
108,서울,2017-11-30 04,-2.9,,
108,서울,2017-11-30 05,-3.6,,
108,서울,2017-11-30 06,-4.4,,
108,서울,2017-11-30 07,-4.8,,
108,서울,2017-11-30 08,-4.6,,
108,서울,2017-11-30 09,-4.5,,
108,서울,2017-11-30 10,-3.5,,
108,서울,2017-11-30 11,-1.3,,
108,서울,2017-11-30 12,0.4,,
108,서울,2017-11-30 13,1.7,,
108,서울,2017-11-30 14,2.0,,
108,서울,2017-11-30 15,1.8,,
108,서울,2017-11-30 16,0.9,,
108,서울,2017-11-30 17,-0.8,,
108,서울,2017-11-30 18,-1.8,,
108,서울,2017-11-30 19,-2.5,,
108,서울,2017-11-30 20,-3.0,,
108,서울,2017-11-30 21,-3.5,,
108,서울,2017-11-30 22,-4.1,,
108,서울,2017-11-30 23,-4.7,,
