"","country","lon","lat"
"2989","South Korea",127.185,36.064
"2993","Japan",143.00972,42.15333
"2995","South Korea",129.020215,36.161503
"2999","Japan",143.04583,42.15722
"3004","China",127,42
"3008","South Korea",127.14,36.215
"3009","Japan",141.02855,38.7588
"3015","South Korea",127.176861,37.787222
"3017","South Korea",127.112,36.2
"3018","South Korea",127.164,36.066
"3020","Russia",133.65194,44.28889
"3026","South Korea",127.193,36.074
"3030","Japan",136.76667,35.45
"3031","Japan",141.02855,38.7588
"3034","Japan",141.342,42.42016
"3040","Russia",133.65194,44.28889
"3043","China",105,35
"3052","South Korea",127.164,36.066
"3053","South Korea",127.193,36.074
"3054","Japan",140.402,41.142
"3058","China",127.9,42.81667
"3063","South Korea",127.415,36.185
"3067","China",127.133335,45.450001
"3068","Japan",139.272852,35.646756
"3069","Japan",133.11327,33.760311
"3072","South Korea",127.83472,36.375
"3074","South Korea",128.541017,36.150994
"3079","China",129.166667,42.333333
"3080","Japan",130.54482,33.59803
"3083","South Korea",127.124,36.222
"3084","South Korea",127.461,36.164
"3090","China",127.133335,45.450001
"3104","China",127.53333,42.15
"3109","Japan",139.235659,35.628698
"3115","Japan",136.5,36.5
"3116","Japan",137.13333,36.56667
"3119","North Korea",125,39
"3120","South Korea",127.193,36.074
"3121","China",128.98333,44.95
"3122","China",126.81667,45.2
"3130","South Korea",127.196,36.076
"3135","China",126.81667,45.2
"3136","South Korea",127.324962,35.58317
"3147","South Korea",130.899994,37.483337
"3158","South Korea",127.01667,37.28333
"3162","China",128.916667,42.35
"3165","South Korea",127.201,36.073
"3169","Japan",141.34409,43.0653
"3170","China",129.04111,43.87528
"3180","Japan",134.03333,34.25
"3181","South Korea",128.104298,36.330888
"3182","South Korea",128.584479,36.165278
"3188","China",124,44
"3189","China",129.04111,43.87528
"3198","South Korea",129.040772,36.153385
"3199","South Korea",128.390935,35.231549
"3200","South Korea",127.124,36.222
"3205","Japan",141.02855,38.7588
"3206","Japan",137.758611,36.758611
"3207","Japan",144.144791,43.143197
"3211","South Korea",127.131,36.218
"3212","South Korea",127.186,36.064
"3213","South Korea",127.324962,35.58317
"3216","China",128.61667,44.93333
"3221","South Korea",127.129,36.219
"3227","South Korea",127.193,36.074
"3228","South Korea",126.672744,37.268122
"3231","South Korea",127,37.28333
"3233","South Korea",127.193,36.075
"3234","South Korea",127.186,36.064
"3241","South Korea",127.174,36.203
"3243","Japan",130.94608,31.34687
"3245","South Korea",127.324962,35.58317
"3247","North Korea",127.44361,39.15278
"3251","South Korea",128.475471,36.072637
"3253","Russia",132.16667,43.33333
"3257","Japan",141.85417,43.29
