,country,lon,lat
953,Japan,140.114722,37.660278
954,Japan,139.053097,35.132458
956,Australia,146.3858,-37.9561
958,Germany,11.37,48.57
960,Germany,11.46,48.52
961,Germany,11.46,48.52
962,Germany,11.37,48.57
964,Japan,132.983333,33.2
965,Japan,133.5,33.683333
966,Japan,134.1,33.633333
968,Japan,134.155278,35.018889
970,Japan,139.165461,35.607375
971,Japan,139.203068,35.6324
972,Japan,132.916667,33
976,Japan,133.733333,33.6
977,Japan,135.79846,34.40693
979,Japan,132.633333,33.15
981,Japan,139.053097,35.14079
982,Japan,140.685833,37.773889
984,Japan,133.266667,33.766667
985,Germany,7.83649,48.000194
987,Japan,134.183333,33.4
988,Germany,6.956076,50.938358
990,Japan,133.533333,33.833333
994,United Kingdom,-2.37632,53.27139
995,Japan,140.070833,37.675556
996,Japan,140.070833,37.675556
999,Japan,140.068611,37.671389
1000,Japan,134.353056,35.273056
1001,Japan,140.685833,37.773889
1006,Japan,140.996361,39.660583
1007,Japan,140.996389,39.660556
1012,United States,-90.25917,38.61306
1013,Japan,139.053098,35.124125
1016,Japan,140.981,43.234
1018,Japan,140.854833,40.647667
1019,Japan,140.853056,40.647778
1021,Japan,139.138583,37.782917
1027,Japan,139.053098,35.124125
1028,Japan,140.685833,37.773889
1029,Japan,139.138611,37.783056
1030,Japan,135.79846,34.40693
1034,United States,-90.259167,38.613056
1035,Japan,139.49353,35.57219
1036,United States,-72.28937,41.90068
1037,United States,-72.28937,41.90068
1038,France,7.05731,47.55483
1039,France,7.33745,47.72503
1040,France,7.45559,47.54028
1041,France,7.83483,48.78724
1042,New Zealand,173.966944,-35.219167
1048,Japan,135.8013,35.0289
1049,Australia,150.34,-33.71100003
1050,Australia,150.3406,-33.7111
1051,United States,-82.40753,29.6116
1052,Australia,150.3403,-33.7108
1053,Australia,150.340361,-33.710972
1054,Japan,134.083333,33.45
1055,Japan,133.383333,33.55
1057,Japan,134.233333,33.483333
1059,Japan,132.95,33.333333
1060,Japan,134.487713,34.01951
1061,United States,-82.41024,29.61264
1064,Japan,134.233333,33.5
1066,Japan,132.983333,33.433333
1067,Japan,134.083333,33.516667
1068,Japan,140.41856,36.55079
1069,Japan,140.05,37.683333
1070,Japan,134.066667,33.583333
1071,Japan,134.133611,35.175
1073,Japan,133.916667,33.6
1074,Japan,134.130278,35.174167
1075,Germany,6.741443,50.864342
1077,Japan,138.717222,36.208333
1078,Japan,135.72914,33.80873
1079,Japan,138.716667,36.208056
1080,Japan,135.936389,35.094722
1081,Japan,135.936389,35.094722
1084,Japan,140.039784,37.523746
1087,United Kingdom,-1.29292,51.71235
1099,Australia,147.2513,-36.84330004
1107,Japan,139.4153,35.58174
1113,Japan,140.15086,36.08362
1114,New Zealand,173.28,-41.2757
1116,New Zealand,173.28,-41.2757
1118,Japan,135.84549,34.6846
1120,Japan,135.84549,34.6846
1122,Japan,133.533333,33.633333
1124,United Kingdom,-2.13378,52.42691
1126,Japan,134.0225,35.270278
1129,United States,-72.52472,41.77527
1133,Japan,140.36012,36.77835
1140,Japan,133.183333,33.433333
1141,United States,-74.3216,40.9802
1143,Japan,133.133333,33.216667
1149,Japan,140.36012,36.77835
1152,United States,-74.06111,41.02555
1155,Japan,140.29784,39.49485
1157,Japan,138.984722,36.815278
1161,Japan,133.816667,33.7
1164,Japan,133.083333,33.533333
1166,Japan,133.55,33.783333
1170,Japan,133.55625,33.7875
1174,Japan,140.29784,39.49485
1176,Japan,133.575278,35.095278
1177,Japan,140.29784,39.49485
1181,Japan,142.489722,42.433528
1183,Japan,134.248333,35.113333
1184,Japan,142.489722,42.433611
1186,Japan,135.79846,34.40693
1188,Japan,141.56,39.933056
1189,Japan,140,37
1190,Japan,140.324778,37.582472
1191,France,7.81823,48.60769
1195,Japan,140.06673,39.8232
1197,Japan,142.489722,42.433528
